Date,Station,Entries
3/2/2023,Anacostia,148.0
3/2/2023,Potomac Ave,122.0
3/2/2023,Congress Heights,68.0
3/2/2023,Southern Ave,92.0
3/2/2023,Stadium-Armory,90.0
3/2/2023,Naylor Road,56.0
3/2/2023,Suitland,54.0
3/2/2023,Minnesota Ave,73.0
3/2/2023,Branch Ave,52.0
3/2/2023,Deanwood,46.0
3/2/2023,Benning Road,65.0
3/2/2023,Capitol Heights,26.0
3/2/2023,Addison Road,80.0
3/2/2023,Downtown Largo,55.0
3/9/2023,Ashburn,38.0
3/9/2023,Loudoun Gateway,10.0
3/9/2023,Dulles Airport,244.0
3/9/2023,Innovation Center,28.0
3/9/2023,Herndon,30.0
3/9/2023,Reston Town Center,59.0
3/9/2023,Vienna,182.0
3/9/2023,Wiehle-Reston East,101.0
3/9/2023,Spring Hill,56.0
3/9/2023,Dunn Loring,80.0
3/9/2023,Greensboro,102.0
3/9/2023,West Falls Church,39.0
3/9/2023,McLean,88.0
3/9/2023,Shady Grove,160.0
3/9/2023,East Falls Church,107.0
3/9/2023,Rockville,138.0
3/9/2023,Ballston-MU,539.0
3/9/2023,Twinbrook,129.0
3/9/2023,Virginia Sq-GMU,170.0
3/9/2023,North Bethesda,145.0
3/9/2023,Clarendon,439.0
3/9/2023,Grosvenor-Strathmore,139.0
3/9/2023,Court House,278.0
3/9/2023,Franconia-Springfield,122.0
3/9/2023,Medical Center,235.0
3/9/2023,Bethesda,508.0
3/9/2023,Van Dorn Street,68.0
3/9/2023,Friendship Heights,360.0
3/9/2023,Tenleytown-AU,621.0
3/9/2023,Arlington Cemetery,3.0
3/9/2023,Van Ness-UDC,165.0
3/9/2023,Foggy Bottom-GWU,2770.0
3/9/2023,Cleveland Park,233.0
3/9/2023,Pentagon City,893.0
3/9/2023,Woodley Park,334.0
3/9/2023,Pentagon,233.0
3/9/2023,Farragut West,1509.0
3/9/2023,Dupont Circle,1585.0
3/9/2023,Crystal City,430.0
3/9/2023,Farragut North,1792.0
3/9/2023,McPherson Sq,926.0
3/9/2023,King St-Old Town,289.0
3/9/2023,Ronald Reagan Washington National Airport,974.0
3/9/2023,Eisenhower Ave,64.0
3/9/2023,Huntington,98.0
3/9/2023,Smithsonian,554.0
3/9/2023,Federal Triangle,446.0
3/9/2023,Columbia Heights,659.0
3/9/2023,Glenmont,101.0
3/9/2023,Silver Spring,411.0
3/9/2023,Wheaton,113.0
3/9/2023,Forest Glen,33.0
3/9/2023,Takoma,144.0
3/9/2023,U Street,934.0
3/9/2023,Georgia Ave-Petworth,272.0
3/9/2023,Shaw-Howard U,339.0
3/9/2023,L'Enfant Plaza,1086.0
3/9/2023,Archives,707.0
3/9/2023,Mt Vernon Sq,471.0
3/9/2023,Fort Totten,253.0
3/9/2023,Waterfront,395.0
3/9/2023,Federal Center SW,206.0
3/9/2023,Judiciary Square,712.0
3/9/2023,Navy Yard-Ballpark,722.0
3/9/2023,Capitol South,577.0
3/9/2023,Hyattsville Crossing,172.0
3/9/2023,Union Station,1348.0
3/9/2023,Rhode Island Ave,287.0
3/9/2023,NoMa-Gallaudet U,640.0
3/9/2023,Brookland-CUA,209.0
3/9/2023,Eastern Market,557.0
3/9/2023,College Park-U of Md,191.0
3/9/2023,Anacostia,174.0
3/9/2023,Potomac Ave,114.0
3/9/2023,Greenbelt,116.0
3/9/2023,Southern Ave,100.0
3/9/2023,Stadium-Armory,95.0
3/9/2023,Naylor Road,53.0
3/9/2023,Suitland,58.0
3/9/2023,Minnesota Ave,57.0
3/9/2023,Branch Ave,59.0
3/9/2023,Deanwood,38.0
3/9/2023,Benning Road,70.0
3/9/2023,Cheverly,12.0
3/9/2023,Capitol Heights,23.0
3/9/2023,Landover,29.0
3/9/2023,New Carrollton,105.0
3/9/2023,Addison Road,63.0
3/9/2023,Morgan Boulevard,17.0
3/9/2023,Downtown Largo,78.0
3/16/2023,Ashburn,38.0
3/16/2023,Loudoun Gateway,5.0
3/16/2023,Dulles Airport,397.0
3/16/2023,Innovation Center,36.0
3/16/2023,Herndon,36.0
3/16/2023,Reston Town Center,53.0
3/16/2023,Vienna,137.0
3/16/2023,Spring Hill,59.0
3/16/2023,Dunn Loring,92.0
3/16/2023,Greensboro,107.0
3/16/2023,Tysons,347.0
3/16/2023,West Falls Church,34.0
3/16/2023,McLean,118.0
3/16/2023,East Falls Church,118.0
3/16/2023,Rockville,129.0
3/16/2023,Ballston-MU,540.0
3/16/2023,Twinbrook,143.0
3/16/2023,Virginia Sq-GMU,161.0
3/16/2023,North Bethesda,164.0
3/16/2023,Clarendon,465.0
3/16/2023,Grosvenor-Strathmore,76.0
3/16/2023,Court House,289.0
3/16/2023,Franconia-Springfield,126.0
3/16/2023,Medical Center,245.0
3/16/2023,Rosslyn,950.0
3/16/2023,Bethesda,538.0
3/16/2023,Van Dorn Street,61.0
3/16/2023,Friendship Heights,357.0
3/16/2023,Tenleytown-AU,312.0
3/16/2023,Arlington Cemetery,2.0
3/16/2023,Van Ness-UDC,290.0
3/16/2023,Foggy Bottom-GWU,2202.0
3/16/2023,Pentagon City,682.0
3/16/2023,Woodley Park,332.0
3/16/2023,Pentagon,255.0
3/16/2023,Farragut West,1636.0
3/16/2023,Dupont Circle,2151.0
3/16/2023,Crystal City,305.0
3/16/2023,Farragut North,1756.0
3/16/2023,McPherson Sq,1246.0
3/16/2023,King St-Old Town,404.0
3/16/2023,Ronald Reagan Washington National Airport,1032.0
3/16/2023,Braddock Road,129.0
3/16/2023,Eisenhower Ave,67.0
3/16/2023,Huntington,78.0
3/16/2023,Smithsonian,998.0
3/16/2023,Federal Triangle,470.0
3/16/2023,Metro Center,3182.0
3/16/2023,Columbia Heights,811.0
3/16/2023,Silver Spring,421.0
3/16/2023,Wheaton,124.0
3/16/2023,Forest Glen,55.0
3/16/2023,Takoma,130.0
3/16/2023,U Street,963.0
3/16/2023,Georgia Ave-Petworth,308.0
3/16/2023,Shaw-Howard U,439.0
3/16/2023,L'Enfant Plaza,915.0
3/16/2023,Archives,582.0
3/16/2023,Gallery Place,3521.0
3/16/2023,Mt Vernon Sq,547.0
3/16/2023,Fort Totten,288.0
3/16/2023,Waterfront,535.0
3/16/2023,Federal Center SW,208.0
3/16/2023,Judiciary Square,337.0
3/16/2023,Navy Yard-Ballpark,823.0
3/16/2023,Capitol South,692.0
3/16/2023,Hyattsville Crossing,168.0
3/16/2023,Union Station,1424.0
3/16/2023,Rhode Island Ave,329.0
3/16/2023,NoMa-Gallaudet U,865.0
3/16/2023,Brookland-CUA,396.0
3/16/2023,Eastern Market,603.0
3/16/2023,College Park-U of Md,218.0
3/16/2023,Anacostia,156.0
3/16/2023,Potomac Ave,175.0
3/16/2023,Greenbelt,116.0
3/16/2023,Congress Heights,71.0
3/16/2023,Southern Ave,105.0
3/16/2023,Stadium-Armory,129.0
3/16/2023,Naylor Road,50.0
3/16/2023,Suitland,75.0
3/16/2023,Minnesota Ave,60.0
3/16/2023,Branch Ave,76.0
3/16/2023,Deanwood,37.0
3/16/2023,Benning Road,91.0
3/16/2023,Cheverly,18.0
3/16/2023,Capitol Heights,31.0
3/16/2023,Landover,25.0
3/16/2023,New Carrollton,119.0
3/16/2023,Addison Road,58.0
3/16/2023,Morgan Boulevard,19.0
3/16/2023,Downtown Largo,95.0
3/23/2023,Ashburn,26.0
3/23/2023,Loudoun Gateway,11.0
3/23/2023,Dulles Airport,427.0
3/23/2023,Innovation Center,28.0
3/23/2023,Herndon,29.0
3/23/2023,Reston Town Center,53.0
3/23/2023,Vienna,164.0
3/23/2023,Wiehle-Reston East,92.0
3/23/2023,Spring Hill,75.0
3/23/2023,Dunn Loring,111.0
3/23/2023,Greensboro,102.0
3/23/2023,Tysons,295.0
3/23/2023,West Falls Church,36.0
3/23/2023,McLean,141.0
3/23/2023,Shady Grove,147.0
3/23/2023,East Falls Church,140.0
3/23/2023,Rockville,144.0
3/23/2023,Ballston-MU,579.0
3/23/2023,Twinbrook,153.0
3/23/2023,North Bethesda,172.0
3/23/2023,Clarendon,492.0
3/23/2023,Grosvenor-Strathmore,91.0
3/23/2023,Court House,315.0
3/23/2023,Franconia-Springfield,119.0
3/23/2023,Medical Center,251.0
3/23/2023,Rosslyn,1001.0
3/23/2023,Bethesda,518.0
3/23/2023,Van Dorn Street,61.0
3/23/2023,Friendship Heights,341.0
3/23/2023,Tenleytown-AU,616.0
3/23/2023,Arlington Cemetery,3.0
3/23/2023,Van Ness-UDC,310.0
3/23/2023,Foggy Bottom-GWU,2382.0
3/23/2023,Cleveland Park,223.0
3/23/2023,Pentagon City,727.0
3/23/2023,Woodley Park,373.0
3/23/2023,Pentagon,298.0
3/23/2023,Farragut West,1768.0
3/23/2023,Dupont Circle,2069.0
3/23/2023,Crystal City,465.0
3/23/2023,Farragut North,2054.0
3/23/2023,McPherson Sq,1301.0
3/23/2023,Ronald Reagan Washington National Airport,1107.0
3/23/2023,Braddock Road,140.0
3/23/2023,Eisenhower Ave,76.0
3/23/2023,Huntington,122.0
3/23/2023,Smithsonian,3970.0
3/23/2023,Federal Triangle,599.0
3/23/2023,Metro Center,4629.0
3/23/2023,Columbia Heights,816.0
3/23/2023,Glenmont,105.0
3/23/2023,Silver Spring,454.0
3/23/2023,Wheaton,112.0
3/23/2023,Takoma,136.0
3/23/2023,U Street,941.0
3/23/2023,Georgia Ave-Petworth,307.0
3/23/2023,Shaw-Howard U,478.0
3/23/2023,L'Enfant Plaza,1451.0
3/23/2023,Archives,561.0
3/23/2023,Gallery Place,5727.0
3/23/2023,Mt Vernon Sq,510.0
3/23/2023,Fort Totten,347.0
3/23/2023,Waterfront,667.0
3/23/2023,Federal Center SW,164.0
3/23/2023,Judiciary Square,470.0
3/23/2023,Navy Yard-Ballpark,838.0
3/23/2023,West Hyattsville,68.0
3/23/2023,Capitol South,805.0
3/23/2023,Hyattsville Crossing,189.0
3/23/2023,Union Station,1590.0
3/23/2023,Rhode Island Ave,343.0
3/23/2023,NoMa-Gallaudet U,816.0
3/23/2023,Brookland-CUA,443.0
3/23/2023,Eastern Market,648.0
3/23/2023,College Park-U of Md,86.0
3/23/2023,Anacostia,194.0
3/23/2023,Potomac Ave,153.0
3/23/2023,Greenbelt,141.0
3/23/2023,Congress Heights,84.0
3/23/2023,Southern Ave,104.0
3/23/2023,Naylor Road,70.0
3/23/2023,Suitland,77.0
3/23/2023,Minnesota Ave,79.0
3/23/2023,Branch Ave,62.0
3/23/2023,Deanwood,43.0
3/23/2023,Benning Road,63.0
3/23/2023,Cheverly,16.0
3/23/2023,Capitol Heights,46.0
3/23/2023,Landover,26.0
3/23/2023,New Carrollton,122.0
3/23/2023,Addison Road,61.0
3/23/2023,Morgan Boulevard,16.0
3/23/2023,Downtown Largo,91.0
3/30/2023,Ashburn,16.0
3/30/2023,Loudoun Gateway,11.0
3/30/2023,Dulles Airport,338.0
3/30/2023,Innovation Center,33.0
3/30/2023,Herndon,34.0
3/30/2023,Reston Town Center,60.0
3/30/2023,Vienna,157.0
3/30/2023,Wiehle-Reston East,91.0
3/30/2023,Spring Hill,71.0
3/30/2023,Dunn Loring,95.0
3/30/2023,Greensboro,114.0
3/30/2023,Tysons,354.0
3/30/2023,West Falls Church,47.0
3/30/2023,McLean,117.0
3/30/2023,Shady Grove,155.0
3/30/2023,East Falls Church,132.0
3/30/2023,Rockville,130.0
3/30/2023,Ballston-MU,691.0
3/30/2023,Twinbrook,143.0
3/30/2023,Virginia Sq-GMU,197.0
3/30/2023,North Bethesda,148.0
3/30/2023,Clarendon,420.0
3/30/2023,Grosvenor-Strathmore,77.0
3/30/2023,Court House,300.0
3/30/2023,Franconia-Springfield,126.0
3/30/2023,Medical Center,256.0
3/30/2023,Rosslyn,981.0
3/30/2023,Bethesda,531.0
3/30/2023,Van Dorn Street,88.0
3/30/2023,Friendship Heights,387.0
3/30/2023,Tenleytown-AU,572.0
3/30/2023,Van Ness-UDC,361.0
3/30/2023,Foggy Bottom-GWU,2886.0
3/30/2023,Cleveland Park,266.0
3/30/2023,Pentagon City,738.0
3/30/2023,Woodley Park,434.0
3/30/2023,Pentagon,261.0
3/30/2023,Farragut West,1684.0
3/30/2023,Dupont Circle,2181.0
3/30/2023,Crystal City,495.0
3/30/2023,Farragut North,2124.0
3/30/2023,McPherson Sq,1169.0
3/30/2023,King St-Old Town,422.0
3/30/2023,Ronald Reagan Washington National Airport,1059.0
3/30/2023,Eisenhower Ave,65.0
3/30/2023,Huntington,106.0
3/30/2023,Smithsonian,1645.0
3/30/2023,Federal Triangle,484.0
3/30/2023,Metro Center,3091.0
3/30/2023,Columbia Heights,759.0
3/30/2023,Glenmont,103.0
3/30/2023,Silver Spring,392.0
3/30/2023,Wheaton,125.0
3/30/2023,Forest Glen,35.0
3/30/2023,Takoma,164.0
3/30/2023,U Street,974.0
3/30/2023,Georgia Ave-Petworth,278.0
3/30/2023,Shaw-Howard U,473.0
3/30/2023,L'Enfant Plaza,1202.0
3/30/2023,Gallery Place,3016.0
3/30/2023,Mt Vernon Sq,520.0
3/30/2023,Fort Totten,342.0
3/30/2023,Waterfront,562.0
3/30/2023,Federal Center SW,224.0
3/30/2023,Judiciary Square,463.0
3/30/2023,Navy Yard-Ballpark,1221.0
3/30/2023,West Hyattsville,80.0
3/30/2023,Capitol South,722.0
3/30/2023,Hyattsville Crossing,192.0
3/30/2023,Union Station,1769.0
3/30/2023,NoMa-Gallaudet U,906.0
3/30/2023,Brookland-CUA,321.0
3/30/2023,Eastern Market,750.0
3/30/2023,College Park-U of Md,183.0
3/30/2023,Anacostia,162.0
3/30/2023,Potomac Ave,145.0
3/30/2023,Greenbelt,100.0
3/30/2023,Congress Heights,69.0
3/30/2023,Southern Ave,117.0
3/30/2023,Stadium-Armory,127.0
3/30/2023,Naylor Road,51.0
3/30/2023,Suitland,68.0
3/30/2023,Minnesota Ave,82.0
3/30/2023,Branch Ave,59.0
3/30/2023,Deanwood,51.0
3/30/2023,Benning Road,68.0
3/30/2023,Cheverly,15.0
3/30/2023,Capitol Heights,61.0
3/30/2023,Landover,26.0
3/30/2023,New Carrollton,118.0
3/30/2023,Addison Road,70.0
3/30/2023,Morgan Boulevard,19.0
3/30/2023,Downtown Largo,73.0
3/7/2023,Ashburn,29.0
3/7/2023,Loudoun Gateway,10.0
3/7/2023,Dulles Airport,291.0
3/7/2023,Innovation Center,18.0
3/7/2023,Herndon,29.0
3/7/2023,Reston Town Center,49.0
3/7/2023,Vienna,121.0
3/7/2023,Wiehle-Reston East,60.0
3/7/2023,Spring Hill,48.0
3/7/2023,Dunn Loring,70.0
3/7/2023,Greensboro,79.0
3/7/2023,Tysons,283.0
3/7/2023,West Falls Church,42.0
3/7/2023,McLean,85.0
3/7/2023,Shady Grove,144.0
3/7/2023,East Falls Church,98.0
3/7/2023,Rockville,136.0
3/7/2023,Ballston-MU,488.0
3/7/2023,Twinbrook,108.0
3/7/2023,Virginia Sq-GMU,176.0
3/7/2023,North Bethesda,122.0
3/7/2023,Clarendon,343.0
3/7/2023,Grosvenor-Strathmore,77.0
3/7/2023,Court House,249.0
3/7/2023,Franconia-Springfield,88.0
3/7/2023,Medical Center,230.0
3/7/2023,Rosslyn,619.0
3/7/2023,Bethesda,421.0
3/7/2023,Van Dorn Street,62.0
3/7/2023,Friendship Heights,299.0
3/7/2023,Tenleytown-AU,577.0
3/7/2023,Arlington Cemetery,1.0
3/7/2023,Van Ness-UDC,140.0
3/7/2023,Foggy Bottom-GWU,2168.0
3/7/2023,Cleveland Park,178.0
3/7/2023,Pentagon City,607.0
3/7/2023,Woodley Park,297.0
3/7/2023,Pentagon,213.0
3/7/2023,Farragut West,1418.0
3/7/2023,Dupont Circle,1409.0
3/7/2023,Crystal City,342.0
3/7/2023,Farragut North,1666.0
3/7/2023,McPherson Sq,838.0
3/7/2023,King St-Old Town,285.0
3/7/2023,Ronald Reagan Washington National Airport,794.0
3/7/2023,Braddock Road,98.0
3/7/2023,Eisenhower Ave,49.0
3/7/2023,Huntington,71.0
3/7/2023,Smithsonian,252.0
3/7/2023,Federal Triangle,290.0
3/7/2023,Metro Center,2171.0
3/7/2023,Columbia Heights,630.0
3/7/2023,Glenmont,79.0
3/7/2023,Silver Spring,367.0
3/7/2023,Wheaton,93.0
3/7/2023,Forest Glen,32.0
3/7/2023,Takoma,92.0
3/7/2023,U Street,667.0
3/7/2023,Georgia Ave-Petworth,220.0
3/7/2023,Shaw-Howard U,300.0
3/7/2023,L'Enfant Plaza,616.0
3/7/2023,Archives,371.0
3/7/2023,Gallery Place,1945.0
3/7/2023,Mt Vernon Sq,379.0
3/7/2023,Fort Totten,264.0
3/7/2023,Waterfront,316.0
3/7/2023,Federal Center SW,170.0
3/7/2023,Judiciary Square,316.0
3/7/2023,Navy Yard-Ballpark,687.0
3/7/2023,West Hyattsville,66.0
3/7/2023,Capitol South,610.0
3/7/2023,Hyattsville Crossing,148.0
3/7/2023,Union Station,1243.0
3/7/2023,Rhode Island Ave,252.0
3/7/2023,NoMa-Gallaudet U,627.0
3/7/2023,Brookland-CUA,187.0
3/7/2023,Eastern Market,427.0
3/7/2023,College Park-U of Md,146.0
3/7/2023,Anacostia,151.0
3/7/2023,Potomac Ave,93.0
3/7/2023,Greenbelt,86.0
3/7/2023,Congress Heights,197.0
3/7/2023,Southern Ave,100.0
3/7/2023,Stadium-Armory,102.0
3/7/2023,Naylor Road,37.0
3/7/2023,Suitland,43.0
3/7/2023,Minnesota Ave,60.0
3/7/2023,Branch Ave,55.0
3/7/2023,Benning Road,66.0
3/7/2023,Cheverly,17.0
3/7/2023,Capitol Heights,33.0
3/7/2023,Landover,18.0
3/7/2023,Addison Road,59.0
3/7/2023,Morgan Boulevard,19.0
3/7/2023,Downtown Largo,63.0
3/14/2023,Ashburn,26.0
3/14/2023,Loudoun Gateway,9.0
3/14/2023,Dulles Airport,344.0
3/14/2023,Innovation Center,22.0
3/14/2023,Herndon,27.0
3/14/2023,Reston Town Center,39.0
3/14/2023,Vienna,96.0
3/14/2023,Wiehle-Reston East,64.0
3/14/2023,Spring Hill,58.0
3/14/2023,Greensboro,90.0
3/14/2023,Tysons,275.0
3/14/2023,West Falls Church,36.0
3/14/2023,McLean,117.0
3/14/2023,Shady Grove,151.0
3/14/2023,East Falls Church,89.0
3/14/2023,Rockville,96.0
3/14/2023,Ballston-MU,498.0
3/14/2023,Twinbrook,99.0
3/14/2023,Virginia Sq-GMU,134.0
3/14/2023,North Bethesda,147.0
3/14/2023,Clarendon,363.0
3/14/2023,Grosvenor-Strathmore,60.0
3/14/2023,Court House,239.0
3/14/2023,Franconia-Springfield,113.0
3/14/2023,Medical Center,259.0
3/14/2023,Rosslyn,730.0
3/14/2023,Bethesda,441.0
3/14/2023,Van Dorn Street,55.0
3/14/2023,Friendship Heights,365.0
3/14/2023,Tenleytown-AU,252.0
3/14/2023,Arlington Cemetery,2.0
3/14/2023,Van Ness-UDC,219.0
3/14/2023,Foggy Bottom-GWU,1664.0
3/14/2023,Cleveland Park,210.0
3/14/2023,Pentagon City,661.0
3/14/2023,Woodley Park,240.0
3/14/2023,Pentagon,231.0
3/14/2023,Farragut West,1370.0
3/14/2023,Dupont Circle,1692.0
3/14/2023,Crystal City,345.0
3/14/2023,Farragut North,1793.0
3/14/2023,McPherson Sq,858.0
3/14/2023,King St-Old Town,356.0
3/14/2023,Ronald Reagan Washington National Airport,940.0
3/14/2023,Braddock Road,108.0
3/14/2023,Eisenhower Ave,53.0
3/14/2023,Huntington,61.0
3/14/2023,Smithsonian,328.0
3/14/2023,Federal Triangle,370.0
3/14/2023,Metro Center,3065.0
3/14/2023,Columbia Heights,653.0
3/14/2023,Glenmont,71.0
3/14/2023,Silver Spring,343.0
3/14/2023,Wheaton,124.0
3/14/2023,Forest Glen,39.0
3/14/2023,Takoma,100.0
3/14/2023,Georgia Ave-Petworth,211.0
3/14/2023,Shaw-Howard U,371.0
3/14/2023,Archives,438.0
3/14/2023,Mt Vernon Sq,456.0
3/14/2023,Fort Totten,269.0
3/14/2023,Waterfront,314.0
3/14/2023,Federal Center SW,145.0
3/14/2023,Judiciary Square,394.0
3/14/2023,Navy Yard-Ballpark,574.0
3/14/2023,West Hyattsville,73.0
3/14/2023,Capitol South,384.0
3/14/2023,Hyattsville Crossing,146.0
3/14/2023,Union Station,1407.0
3/14/2023,Rhode Island Ave,247.0
3/14/2023,NoMa-Gallaudet U,628.0
3/14/2023,Brookland-CUA,317.0
3/14/2023,Eastern Market,484.0
3/14/2023,College Park-U of Md,155.0
3/14/2023,Anacostia,133.0
3/14/2023,Potomac Ave,103.0
3/14/2023,Greenbelt,79.0
3/14/2023,Congress Heights,59.0
3/14/2023,Southern Ave,91.0
3/14/2023,Stadium-Armory,93.0
3/14/2023,Naylor Road,48.0
3/14/2023,Suitland,65.0
3/14/2023,Minnesota Ave,55.0
3/14/2023,Branch Ave,47.0
3/14/2023,Benning Road,77.0
3/14/2023,Cheverly,14.0
3/14/2023,Capitol Heights,59.0
3/14/2023,Landover,22.0
3/14/2023,New Carrollton,107.0
3/14/2023,Addison Road,48.0
3/14/2023,Morgan Boulevard,18.0
3/14/2023,Downtown Largo,61.0
3/21/2023,Ashburn,31.0
3/21/2023,Loudoun Gateway,13.0
3/21/2023,Dulles Airport,367.0
3/21/2023,Innovation Center,32.0
3/21/2023,Herndon,39.0
3/21/2023,Reston Town Center,56.0
3/21/2023,Vienna,142.0
3/21/2023,Wiehle-Reston East,72.0
3/21/2023,Spring Hill,56.0
3/21/2023,Dunn Loring,60.0
3/21/2023,Tysons,328.0
3/21/2023,West Falls Church,48.0
3/21/2023,McLean,98.0
3/21/2023,Shady Grove,141.0
3/21/2023,East Falls Church,104.0
3/21/2023,Rockville,141.0
3/21/2023,Ballston-MU,503.0
3/21/2023,Twinbrook,132.0
3/21/2023,Virginia Sq-GMU,204.0
3/21/2023,North Bethesda,153.0
3/21/2023,Clarendon,372.0
3/21/2023,Grosvenor-Strathmore,71.0
3/21/2023,Court House,277.0
3/21/2023,Franconia-Springfield,107.0
3/21/2023,Medical Center,235.0
3/21/2023,Rosslyn,784.0
3/21/2023,Bethesda,508.0
3/21/2023,Van Dorn Street,67.0
3/21/2023,Friendship Heights,328.0
3/21/2023,Tenleytown-AU,616.0
3/21/2023,Arlington Cemetery,4.0
3/21/2023,Van Ness-UDC,328.0
3/21/2023,Foggy Bottom-GWU,2425.0
3/21/2023,Cleveland Park,217.0
3/21/2023,Pentagon City,659.0
3/21/2023,Woodley Park,326.0
3/21/2023,Pentagon,228.0
3/21/2023,Dupont Circle,1478.0
3/21/2023,Crystal City,411.0
3/21/2023,Farragut North,1760.0
3/21/2023,McPherson Sq,922.0
3/21/2023,King St-Old Town,380.0
3/21/2023,Ronald Reagan Washington National Airport,1017.0
3/21/2023,Braddock Road,139.0
3/21/2023,Eisenhower Ave,76.0
3/21/2023,Huntington,69.0
3/21/2023,Smithsonian,1489.0
3/21/2023,Federal Triangle,407.0
3/21/2023,Metro Center,3953.0
3/21/2023,Columbia Heights,636.0
3/21/2023,Glenmont,86.0
3/21/2023,Silver Spring,410.0
3/21/2023,Wheaton,113.0
3/21/2023,Forest Glen,35.0
3/21/2023,Takoma,120.0
3/21/2023,U Street,697.0
3/21/2023,Georgia Ave-Petworth,235.0
3/21/2023,Shaw-Howard U,375.0
3/21/2023,L'Enfant Plaza,976.0
3/21/2023,Archives,467.0
3/21/2023,Gallery Place,5464.0
3/21/2023,Mt Vernon Sq,432.0
3/21/2023,Fort Totten,309.0
3/21/2023,Waterfront,410.0
3/21/2023,Federal Center SW,164.0
3/21/2023,Judiciary Square,389.0
3/21/2023,West Hyattsville,57.0
3/21/2023,Capitol South,590.0
3/21/2023,Hyattsville Crossing,170.0
3/21/2023,Union Station,1419.0
3/21/2023,Rhode Island Ave,257.0
3/21/2023,NoMa-Gallaudet U,708.0
3/21/2023,Brookland-CUA,298.0
3/21/2023,Eastern Market,495.0
3/21/2023,College Park-U of Md,77.0
3/21/2023,Potomac Ave,131.0
3/21/2023,Greenbelt,86.0
3/21/2023,Congress Heights,68.0
3/21/2023,Southern Ave,117.0
3/21/2023,Stadium-Armory,146.0
3/21/2023,Naylor Road,58.0
3/21/2023,Suitland,72.0
3/21/2023,Minnesota Ave,57.0
3/21/2023,Branch Ave,62.0
3/21/2023,Deanwood,43.0
3/21/2023,Benning Road,90.0
3/21/2023,Cheverly,16.0
3/21/2023,Capitol Heights,38.0
3/21/2023,Landover,14.0
3/21/2023,New Carrollton,104.0
3/21/2023,Addison Road,50.0
3/21/2023,Morgan Boulevard,22.0
3/21/2023,Downtown Largo,62.0
3/28/2023,Ashburn,25.0
3/28/2023,Loudoun Gateway,9.0
3/28/2023,Dulles Airport,373.0
3/28/2023,Innovation Center,21.0
3/28/2023,Herndon,27.0
3/28/2023,Reston Town Center,60.0
3/28/2023,Vienna,156.0
3/28/2023,Wiehle-Reston East,62.0
3/28/2023,Spring Hill,75.0
3/28/2023,Dunn Loring,81.0
3/28/2023,Greensboro,93.0
3/28/2023,Tysons,309.0
3/28/2023,West Falls Church,46.0
3/28/2023,McLean,120.0
3/28/2023,Shady Grove,148.0
3/28/2023,Rockville,141.0
3/28/2023,Ballston-MU,570.0
3/28/2023,Twinbrook,121.0
3/28/2023,Virginia Sq-GMU,177.0
3/28/2023,North Bethesda,146.0
3/28/2023,Clarendon,340.0
3/28/2023,Grosvenor-Strathmore,72.0
3/28/2023,Court House,271.0
3/28/2023,Franconia-Springfield,101.0
3/28/2023,Medical Center,249.0
3/28/2023,Rosslyn,843.0
3/28/2023,Bethesda,506.0
3/28/2023,Van Dorn Street,84.0
3/28/2023,Friendship Heights,399.0
3/28/2023,Tenleytown-AU,599.0
3/28/2023,Arlington Cemetery,3.0
3/28/2023,Van Ness-UDC,280.0
3/28/2023,Cleveland Park,223.0
3/28/2023,Pentagon City,622.0
3/28/2023,Woodley Park,309.0
3/28/2023,Pentagon,250.0
3/28/2023,Farragut West,1552.0
3/28/2023,Dupont Circle,1750.0
3/28/2023,Crystal City,421.0
3/28/2023,Farragut North,1872.0
3/28/2023,McPherson Sq,1168.0
3/28/2023,King St-Old Town,432.0
3/28/2023,Ronald Reagan Washington National Airport,1050.0
3/28/2023,Braddock Road,133.0
3/28/2023,Huntington,84.0
3/28/2023,Smithsonian,1568.0
3/28/2023,Federal Triangle,463.0
3/28/2023,Metro Center,3827.0
3/28/2023,Columbia Heights,696.0
3/28/2023,Glenmont,89.0
3/28/2023,Silver Spring,491.0
3/28/2023,Forest Glen,29.0
3/28/2023,U Street,871.0
3/28/2023,Georgia Ave-Petworth,268.0
3/28/2023,Shaw-Howard U,453.0
3/28/2023,L'Enfant Plaza,1038.0
3/28/2023,Archives,506.0
3/28/2023,Gallery Place,6028.0
3/28/2023,Mt Vernon Sq,507.0
3/28/2023,Fort Totten,366.0
3/28/2023,Federal Center SW,204.0
3/28/2023,Judiciary Square,465.0
3/28/2023,Navy Yard-Ballpark,680.0
3/28/2023,West Hyattsville,75.0
3/28/2023,Capitol South,905.0
3/28/2023,Hyattsville Crossing,177.0
3/28/2023,Union Station,1497.0
3/28/2023,Rhode Island Ave,268.0
3/28/2023,NoMa-Gallaudet U,787.0
3/28/2023,Brookland-CUA,299.0
3/28/2023,College Park-U of Md,167.0
3/28/2023,Anacostia,161.0
3/28/2023,Potomac Ave,118.0
3/28/2023,Greenbelt,108.0
3/28/2023,Congress Heights,140.0
3/28/2023,Southern Ave,95.0
3/28/2023,Stadium-Armory,90.0
3/28/2023,Naylor Road,61.0
3/28/2023,Suitland,82.0
3/28/2023,Minnesota Ave,129.0
3/28/2023,Branch Ave,73.0
3/28/2023,Deanwood,53.0
3/28/2023,Benning Road,56.0
3/28/2023,Cheverly,21.0
